 s_acctbal |          s_name           |          n_name           | p_partkey |          p_mfgr           |                s_address                 |     s_phone     |                                              s_comment                                               | ps_supplycost 
   1525.51 | Supplier#000008958        | VIETNAM                   |     33951 | Manufacturer#1            | N9yYTKnPjC                               | 31-489-620-6997 | sts above the slyly ironic packages affix slyly                                                      |        884.87
   3369.19 | Supplier#000002736        | CHINA                     |     35226 | Manufacturer#4            | bSUiiXb6pyQXCCHf                         | 28-961-417-2503 | st the silent foxes. slyly bold packages wake furio                                                  |        665.09
   2644.29 | Supplier#000005227        | JAPAN                     |     35226 | Manufacturer#4            | qy3Uc0MZfrkDNG13pPXi73qyxuxzBiaLD        | 22-424-805-3724 |  theodolites; pending, even foxes use. fluffily final excuses wake f                                 |        687.62
   5105.84 | Supplier#000000364        | INDONESIA                 |     35357 | Manufacturer#1            | OhfGUPn8U9oBx5                           | 19-653-706-8164 | regular dolphins promise after the special deposits. blithely final pinto be                         |        110.53
   5434.49 | Supplier#000001466        | CHINA                     |     36459 | Manufacturer#3            | ARHmacYHsfIRRxVdonchVtjf6zLe1thHGa       | 28-580-167-6865 | . quickly stealthy pinto beans about the blithely regular                                            |        442.44
   7234.04 | Supplier#000004267        | INDIA                     |     36757 | Manufacturer#3            | iV50e6z8gV                               | 18-175-189-3365 | uriously furiously final asymptotes. unusual, special pinto beans detect blithely. final foxes use   |        563.29
   1054.90 | Supplier#000004448        | CHINA                     |     36938 | Manufacturer#4            | B,,tc9ChgqLrV0DLAaM7BEWj0cPzlNivt        | 28-528-132-9840 | en dependencies. even instructions ca                                                                |        623.24
   9744.22 | Supplier#000002417        | INDONESIA                 |     37410 | Manufacturer#5            | 2zX,k0aiQ he,N  qVT9DMhP0                | 19-580-615-8291 | unts cajole. regular platelets play furiously slyly ironic packages-- furiou                         |        575.06
   -621.24 | Supplier#000007411        | CHINA                     |     37410 | Manufacturer#5            | CNyc3Jvk4jSckyj0xU                       | 28-501-398-5271 | eodolites haggle fluffily. final platelets sleep. even, ironic requests haggle against t             |        767.53
    166.32 | Supplier#000000081        | JAPAN                     |     37577 | Manufacturer#3            | SLlacbhgpKmVa,gF3saYv12e0                | 22-535-310-6971 | oost carefully quickly regular packages. carefully final excuses sleep blithely slyly pendi          |        572.14
   8531.92 | Supplier#000008230        | INDONESIA                 |     38229 | Manufacturer#5            | NbuT6,ZzZni0                             | 19-446-942-6869 | ly. blithely special platelets wake furiously careful                                                |        661.79
   5714.85 | Supplier#000000733        | CHINA                     |     38229 | Manufacturer#5            | mUdSdgmayvR                              | 28-634-280-5540 | blithely express packages. final deposits nag above the regular                                      |        982.40
   -336.37 | Supplier#000003955        | VIETNAM                   |     38948 | Manufacturer#1            | piECPB8qbn7s3XP                          | 31-861-222-6689 |  blithely express packages. ironic dugouts are furiously quickly even pinto bean                     |        681.99
   -816.02 | Supplier#000009183        | JAPAN                     |     39182 | Manufacturer#5            | zGVAmov0l,gmKOA1eWmRQktpZ1C8 fgkXgq      | 22-770-139-6261 | ts wake blithely regular packages. furiously even asymptotes hinder careful                          |         60.29
   7406.30 | Supplier#000001686        | CHINA                     |     39182 | Manufacturer#5            | LotsVSpeE7V6C                            | 28-786-924-2891 | cuses doze slyly blithely ironic epitaphs. blithely even accounts dou                                |        499.45
   8357.27 | Supplier#000007710        | INDIA                     |     40197 | Manufacturer#5            | zFDRlSRWLZ,y3S Jmn4RnN                   | 18-428-344-2569 | ideas. pending, unusual packages use bravely. quickly bold foxes sleep furiously silent, regul       |        314.31
   9007.95 | Supplier#000003176        | INDONESIA                 |     40671 | Manufacturer#3            | YUCh3B5y69ydExisZud1X                    | 19-755-792-6352 | n pinto beans. furiously final requests sleep according to the regular deposits? slyly ironic        |        372.16
   5178.31 | Supplier#000006553        | JAPAN                     |     41544 | Manufacturer#4            | ukiIbIzUAxKXbJCRD                        | 22-286-234-3766 | ickly final deposits are quickly careful packages. furiously                                         |        647.88
   2716.56 | Supplier#000009057        | JAPAN                     |     41544 | Manufacturer#4            | 9X8yfLTApewvoHy5d                        | 22-542-862-8502 | egular accounts cajole slyly slyly unusual requests. carefully pending theodolites are               |        918.51
   -388.63 | Supplier#000001586        | CHINA                     |     41585 | Manufacturer#1            | m LYj4Omt,luWdRK8pY                      | 28-163-124-8856 | he regular frays. fluffily ironic deposits cajole slyly fluffily bold                                |        258.32
    806.57 | Supplier#000009098        | CHINA                     |     41585 | Manufacturer#1            | O0dbLkI96ePTovMDZH0FZ9KzuTLv             | 28-339-166-6923 | onic requests after the special dolphins boost bravely even foxes. ironic asymptotes are sly         |        801.50
   8611.17 | Supplier#000001638        | JAPAN                     |     41637 | Manufacturer#4            | Kvwg58SG5NmUo1Ovy                        | 22-635-832-5981 | ly final ideas. slyly regular pi                                                                     |        597.30
   8901.67 | Supplier#000009387        | CHINA                     |     41874 | Manufacturer#2            | 7POl yxTprmpFaFkLy3m                     | 28-157-601-9339 | oost carefully idle, ironic packages. slyly special foxes along the fluffily unusual                 |        502.60
   9358.58 | Supplier#000001875        | JAPAN                     |     41874 | Manufacturer#2            | Tle 4UCeN4gL                             | 22-550-981-2256 | coys nag carefully. quickly unusual foxes shall h                                                    |        740.35
   1473.27 | Supplier#000004480        | VIETNAM                   |     41975 | Manufacturer#2            | Y5IH27lNQEwL2PG6Vd0Lzpg49l2xJXNeD        | 31-991-148-7977 |  across the quickly special requests ar                                                              |         42.71
   4911.27 | Supplier#000001976        | CHINA                     |     41975 | Manufacturer#2            | lbnEmZyu58MhIomv5jqN1P4aoTwRQYqaM        | 28-244-422-3128 | ackages sleep furiously daring deposits. packages sleep quickly f                                    |        434.97
   1121.19 | Supplier#000009488        | JAPAN                     |     41975 | Manufacturer#2            | Sh0ia0he7Z9jiOqTgtaiN0Sa                 | 22-813-963-1426 | y ironic somas. blithely stealthy deposits around the blithely even accounts print quic              |        499.11
   4446.31 | Supplier#000004486        | VIETNAM                   |     41981 | Manufacturer#5            | 3pRN44BCE5KHVsPFfSVlZ4I1lkqL NFudA       | 31-620-794-8415 | ckages wake across the slyly final asymptotes. boldly special deposits cajole ab                     |        397.62
   2232.83 | Supplier#000004495        | CHINA                     |     41990 | Manufacturer#2            | BMVfijkPjiRGXfi3ks9qbijFAGg8J7LogWyjBgcS | 28-312-659-9245 | quickly special depths. sentiments sleep unusual, ironic ideas. final, even                          |        936.14
